id,yr,worry_cchange,prezjob_envt,prezjob_energy,govprotect,envt1,envt2,econ_v_envt,engy_v_envt,envworry_toxicwst,envworry_radioactivity,gw_understand,gw_serious,gw_laws_econ,fracking,energyserious,energy_shortage,solution_conserv,nucfav,nucsafe,nucfav_area,fav_nuclear,fav_openland,fav_mandateC02,fav_solar,fav_altfuel,fav_mandateC02bus,fav_engylimits,fav_coal,emph_coal,emph_oil,emph_ngas,emph_wind,emph_solar,emph_nuclear,favor_reduce_fossil,envdone_vote,envdone_reduce,envdone_petition,envdone_stocks,envtrust_congress,envtrust_reps,envtrust_dems,pay100more,environmentalist,econ1,econ2,arealive_rec,age,educ,party,jobtype,religion,nucfav_binary,nuclear_target
71,2001,,Good job,Good job,About the right amount,Good,Getting Worse,"Economic Growth Priority, even if enviornment suffers to some extent",Developing Energy Supplies Given Priority,A great deal,A fair amount,Very well,Gennerally correct,,,Very serious,"Yes, is","Emphasize production of more oil, gas and coal supplies",Somewhat favor,,,Favor,,,Oppose,,,Oppose,,,,,,,,,,,,,,,,Yes,,Fair,Getting Worse,,24.0,Some college,Lean Republican,,,Favor,1
72,2001,,Poor job,Good job,Too much,Only Fair,Getting Worse,"Economic Growth Priority, even if enviornment suffers to some extent",Developing Energy Supplies Given Priority,A fair amount,A great deal,Very well,Generally exaggerated,,,Fairly serious,"Yes, is","Emphasize production of more oil, gas and coal supplies",,,Somewhat oppose,Favor,,,Favor,,,Favor,,,,,,,,,,,,,,,,,,Fair,Getting Better,,18.0,HS or Less,Republican,,,,1
73,2001,,Poor job,Good job,About the right amount,Good,Getting Worse,"Protect Environment, even at risk of curbing economic growth",Developing Energy Supplies Given Priority,A great deal,A great deal,Fairly well,Generally exaggerated,,,Very serious,"Yes, is",Emphasize more conservation by consumers,,,Somewhat oppose,Favor,,,Favor,,,Favor,,,,,,,,,,,,,,,,,,Good,Getting Worse,,38.0,HS or Less,Democrat,,,,1
74,2001,,Fair/Mixed (VOL),Good job,Too little,Only Fair,Getting Better,"Economic Growth Priority, even if enviornment suffers to some extent",Both Equally (VOL),A fair amount,A fair amount,Fairly well,Gennerally correct,,,Very serious,"Yes, is",Emphasize more conservation by consumers,,,Somewhat favor,Favor,,,Favor,,,Oppose,,,,,,,,,,,,,,,,,,Fair,Getting Worse,,52.0,College Grad only,Democrat,,,,1
75,2001,,Poor job,Good job,Too little,Only Fair,Getting Worse,"Protect Environment, even at risk of curbing economic growth","Protect Enviornment, even at risk of limiting energy supplies",A fair amount,A great deal,Fairly well,Generally underestimated,,,Fairly serious,"No, is not",Emphasize more conservation by consumers,Somewhat favor,,,Favor,,,Favor,,,Favor,,,,,,,,,,,,,,,,Yes,,Good,Same (VOL),,62.0,Post-grad,Lean Democratic,,,Favor,1
76,2001,,Poor job,Poor job,Too little,Only Fair,Getting Worse,"Protect Environment, even at risk of curbing economic growth","Protect Enviornment, even at risk of limiting energy supplies",A great deal,A great deal,Very well,Generally underestimated,,,Very serious,"Yes, is",Emphasize more conservation by consumers,Strongly oppose,,,Oppose,,,Favor,,,Favor,,,,,,,,,,,,,,,,Yes,,Good,Getting Worse,,43.0,College Grad only,Democrat,,,Oppose,0
77,2001,,Good job,Poor job,Too little,Only Fair,Getting Better,"Protect Environment, even at risk of curbing economic growth","Protect Enviornment, even at risk of limiting energy supplies",A great deal,A great deal,Fairly well,Gennerally correct,,,Fairly serious,"Yes, is",Emphasize more conservation by consumers,,,Strongly oppose,Oppose,,,Favor,,,Oppose,,,,,,,,,,,,,,,,,,Poor,Getting Better,,31.0,HS or Less,"Independent, no lean",,,,0
78,2001,,Good job,Good job,About the right amount,Good,Getting Worse,"Economic Growth Priority, even if enviornment suffers to some extent",Neither/Other (VOL),A great deal,A great deal,Fairly well,Generally exaggerated,,,Not at all serious,"Yes, is","Emphasize production of more oil, gas and coal supplies",,,Somewhat favor,Favor,,,Oppose,,,Oppose,,,,,,,,,,,,,,,,,,Fair,Getting Worse,,56.0,HS or Less,Republican,,,,1
79,2001,,Poor job,Poor job,Too little,Only Fair,Getting Worse,"Protect Environment, even at risk of curbing economic growth","Protect Enviornment, even at risk of limiting energy supplies",A great deal,A fair amount,Fairly well,DK,,,Very serious,"Yes, is",Both Equally (VOL),Somewhat oppose,,,DK,,,Favor,,,Favor,,,,,,,,,,,,,,,,Yes,,Poor,Getting Worse,,63.0,HS or Less,Democrat,,,Oppose,0
81,2001,,Poor job,Good job,Too little,Good,Getting Worse,"Economic Growth Priority, even if enviornment suffers to some extent",Neither/Other (VOL),A great deal,A great deal,Fairly well,Generally underestimated,,,Fairly serious,"Yes, is",Emphasize more conservation by consumers,Somewhat oppose,,,Oppose,,,Favor,,,Favor,,,,,,,,,,,,,,,,Yes,,Fair,Getting Worse,,22.0,Some college,Democrat,,,Oppose,0
82,2001,,Fair/Mixed (VOL),Poor job,Too little,Good,Getting Worse,"Economic Growth Priority, even if enviornment suffers to some extent",Developing Energy Supplies Given Priority,Only a little,A great deal,Fairly well,Generally exaggerated,,,Fairly serious,"Yes, is",Emphasize more conservation by consumers,,,Somewhat favor,Favor,,,Favor,,,Favor,,,,,,,,,,,,,,,,,,Fair,Getting Worse,,24.0,HS or Less,Republican,,,,1
83,2001,,Good job,Good job,Too little,Poor,Getting Worse,"Protect Environment, even at risk of curbing economic growth","Protect Enviornment, even at risk of limiting energy supplies",A great deal,A great deal,Very well,Generally underestimated,,,Very serious,"Yes, is",Emphasize more conservation by consumers,,,Strongly favor,Oppose,,,Favor,,,Favor,,,,,,,,,,,,,,,,,,Fair,Getting Worse,,66.0,Post-grad,Lean Republican,,,,0
84,2001,,Poor job,Good job,About the right amount,Good,Getting Better,"Economic Growth Priority, even if enviornment suffers to some extent","Protect Enviornment, even at risk of limiting energy supplies",A fair amount,Only a little,Not very well,Generally underestimated,,,Not at all serious,"Yes, is","Emphasize production of more oil, gas and coal supplies",Somewhat oppose,,,Oppose,,,Favor,,,Favor,,,,,,,,,,,,,,,,Yes,,Excellent,Getting Better,,48.0,Some college,Democrat,,,Oppose,0
85,2001,,Poor job,Good job,About the right amount,Only Fair,Getting Better,"Economic Growth Priority, even if enviornment suffers to some extent",Developing Energy Supplies Given Priority,A great deal,A great deal,Fairly well,Generally exaggerated,,,Very serious,"No, is not","Emphasize production of more oil, gas and coal supplies",,,Somewhat oppose,Favor,,,Oppose,,,Oppose,,,,,,,,,,,,,,,,,,Good,Getting Worse,,30.0,College Grad only,Republican,,,,1
87,2001,,Good job,Good job,About the right amount,Only Fair,Getting Better,"Economic Growth Priority, even if enviornment suffers to some extent",Developing Energy Supplies Given Priority,A great deal,A great deal,Fairly well,Generally underestimated,,,Fairly serious,"No, is not",Emphasize more conservation by consumers,,,Strongly oppose,Oppose,,,Favor,,,Oppose,,,,,,,,,,,,,,,,,,Fair,Getting Better,,30.0,HS or Less,Democrat,,,,0
88,2001,,Good job,Good job,About the right amount,Good,Same (VOL),"Economic Growth Priority, even if enviornment suffers to some extent",Developing Energy Supplies Given Priority,Only a little,Not at all,Very well,Generally exaggerated,,,Fairly serious,"No, is not","Emphasize production of more oil, gas and coal supplies",,,Strongly favor,Favor,,,Favor,,,Oppose,,,,,,,,,,,,,,,,,,Good,Getting Better,,19.0,HS or Less,Lean Republican,,,,1
89,2001,,Poor job,Good job,Too little,Good,Getting Worse,"Economic Growth Priority, even if enviornment suffers to some extent",Developing Energy Supplies Given Priority,A great deal,A great deal,Fairly well,Gennerally correct,,,Very serious,"Yes, is",Emphasize more conservation by consumers,,,Strongly oppose,Favor,,,Favor,,,Oppose,,,,,,,,,,,,,,,,,,Good,Getting Worse,,37.0,Some college,Republican,,,,1
90,2001,,Good job,Good job,Too little,Good,Getting Worse,"Protect Environment, even at risk of curbing economic growth",Developing Energy Supplies Given Priority,A great deal,A great deal,Fairly well,Gennerally correct,,,Very serious,"Yes, is","Emphasize production of more oil, gas and coal supplies",,,Strongly oppose,Oppose,,,Favor,,,Oppose,,,,,,,,,,,,,,,,,,Fair,Getting Worse,,48.0,HS or Less,Democrat,,,,0
91,2001,,Fair/Mixed (VOL),Good job,Too little,Only Fair,Getting Worse,"Economic Growth Priority, even if enviornment suffers to some extent","Protect Enviornment, even at risk of limiting energy supplies",A great deal,A great deal,Fairly well,Generally underestimated,,,Very serious,"Yes, is",Emphasize more conservation by consumers,Somewhat favor,,,Favor,,,Favor,,,Oppose,,,,,,,,,,,,,,,,Yes,,Fair,Getting Worse,,43.0,College Grad only,Republican,,,Favor,1
92,2001,,Poor job,Poor job,About the right amount,Good,Getting Worse,"Protect Environment, even at risk of curbing economic growth","Protect Enviornment, even at risk of limiting energy supplies",A great deal,A great deal,Fairly well,Generally underestimated,,,Fairly serious,"Yes, is",Emphasize more conservation by consumers,,,Strongly favor,Oppose,,,Favor,,,Oppose,,,,,,,,,,,,,,,,,,Good,Getting Worse,,67.0,Post-grad,Democrat,,,,0
93,2001,,Good job,Good job,About the right amount,Good,Getting Better,"Economic Growth Priority, even if enviornment suffers to some extent",Developing Energy Supplies Given Priority,Only a little,A fair amount,Very well,Generally exaggerated,,,Very serious,"Yes, is","Emphasize production of more oil, gas and coal supplies",Strongly favor,,,Favor,,,Favor,,,Oppose,,,,,,,,,,,,,,,,No,,Fair,Getting Better,,51.0,College Grad only,Republican,,,Favor,1
94,2001,,Poor job,Good job,Too little,Only Fair,Getting Worse,"Protect Environment, even at risk of curbing economic growth","Protect Enviornment, even at risk of limiting energy supplies",A great deal,A fair amount,Very well,Generally exaggerated,,,Fairly serious,"No, is not",Both Equally (VOL),Somewhat favor,,,Favor,,,Favor,,,Favor,,,,,,,,,,,,,,,,Yes,,Fair,Getting Worse,,32.0,Some college,Republican,,,Favor,1
95,2001,,Good job,Good job,About the right amount,Good,Getting Better,"Protect Environment, even at risk of curbing economic growth","Protect Enviornment, even at risk of limiting energy supplies",Not at all,Not at all,Very well,Gennerally correct,,,Very serious,"Yes, is",Emphasize more conservation by consumers,Somewhat favor,,,Favor,,,Favor,,,Oppose,,,,,,,,,,,,,,,,Yes,,Fair,Getting Worse,,43.0,College Grad only,Republican,,,Favor,1
96,2001,,Poor job,Poor job,Too little,Only Fair,Getting Worse,"Protect Environment, even at risk of curbing economic growth","Protect Enviornment, even at risk of limiting energy supplies",A great deal,A great deal,Very well,Generally underestimated,,,Very serious,"Yes, is","Emphasize production of more oil, gas and coal supplies",,,Somewhat favor,Oppose,,,Favor,,,Oppose,,,,,,,,,,,,,,,,,,Fair,Getting Worse,,58.0,HS or Less,Democrat,,,,0
97,2001,,DK,DK,About the right amount,Only Fair,Getting Worse,"Economic Growth Priority, even if enviornment suffers to some extent",Developing Energy Supplies Given Priority,A fair amount,A fair amount,Not very well,Gennerally correct,,,Fairly serious,"Yes, is","Emphasize production of more oil, gas and coal supplies",Strongly oppose,,,Oppose,,,Favor,,,Oppose,,,,,,,,,,,,,,,,No,,Poor,Getting Better,,,HS or Less,"Independent, no lean",,,Oppose,0
98,2001,,Poor job,Poor job,Too little,Good,Getting Worse,"Economic Growth Priority, even if enviornment suffers to some extent",Developing Energy Supplies Given Priority,A fair amount,A fair amount,Not very well,Gennerally correct,,,Fairly serious,"No, is not","Emphasize production of more oil, gas and coal supplies",Strongly favor,,,Favor,,,Favor,,,Oppose,,,,,,,,,,,,,,,,No,,Fair,Getting Worse,,77.0,HS or Less,Democrat,,,Favor,1
99,2001,,Good job,Good job,About the right amount,Only Fair,Same (VOL),"Protect Environment, even at risk of curbing economic growth",Developing Energy Supplies Given Priority,A fair amount,A fair amount,Very well,Generally exaggerated,,,Very serious,"No, is not",Both Equally (VOL),Strongly oppose,,,Oppose,,,Favor,,,Oppose,,,,,,,,,,,,,,,,Yes,,Fair,Getting Better,,53.0,Post-grad,Republican,,,Oppose,0
100,2001,,DK,DK,About the right amount,Excellent,Getting Better,"Economic Growth Priority, even if enviornment suffers to some extent","Protect Enviornment, even at risk of limiting energy supplies",A great deal,A great deal,Fairly well,Generally exaggerated,,,Very serious,"No, is not",Emphasize more conservation by consumers,,,Somewhat favor,Favor,,,Oppose,,,Favor,,,,,,,,,,,,,,,,,,Fair,Getting Worse,,80.0,HS or Less,Lean Democratic,,,,1
101,2001,,Good job,Good job,About the right amount,Good,Getting Better,Equal Priority (VOL),"Protect Enviornment, even at risk of limiting energy supplies",A great deal,A great deal,Not very well,Gennerally correct,,,Fairly serious,DK,Emphasize more conservation by consumers,,,Strongly oppose,Oppose,,,DK,,,Favor,,,,,,,,,,,,,,,,,,Fair,DK,,67.0,Post-grad,Republican,,,,0
102,2001,,Good job,Good job,About the right amount,Only Fair,Getting Worse,"Economic Growth Priority, even if enviornment suffers to some extent","Protect Enviornment, even at risk of limiting energy supplies",A fair amount,Not at all,Not very well,Generally underestimated,,,Fairly serious,"No, is not",Emphasize more conservation by consumers,,,Strongly oppose,Oppose,,,Oppose,,,Favor,,,,,,,,,,,,,,,,,,Fair,Getting Worse,,35.0,HS or Less,Republican,,,,0
103,2001,,Poor job,Poor job,About the right amount,Only Fair,Getting Worse,"Protect Environment, even at risk of curbing economic growth","Protect Enviornment, even at risk of limiting energy supplies",A fair amount,A great deal,Not very well,Generally exaggerated,,,Fairly serious,"No, is not",Emphasize more conservation by consumers,,,Strongly oppose,Favor,,,Favor,,,Oppose,,,,,,,,,,,,,,,,,,Good,Getting Better,,40.0,HS or Less,Democrat,,,,1
104,2001,,Good job,Good job,About the right amount,Only Fair,Same (VOL),"Economic Growth Priority, even if enviornment suffers to some extent",Developing Energy Supplies Given Priority,A great deal,Only a little,Not very well,Gennerally correct,,,Fairly serious,"Yes, is","Emphasize production of more oil, gas and coal supplies",Somewhat oppose,,,Oppose,,,Favor,,,Oppose,,,,,,,,,,,,,,,,Yes,,Fair,Getting Worse,,74.0,HS or Less,Lean Republican,,,Oppose,0
105,2001,,Good job,Good job,Too little,Good,Getting Worse,"Protect Environment, even at risk of curbing economic growth","Protect Enviornment, even at risk of limiting energy supplies",A great deal,A great deal,Fairly well,Gennerally correct,,,Fairly serious,"Yes, is",Emphasize more conservation by consumers,Somewhat favor,,,Favor,,,Favor,,,Oppose,,,,,,,,,,,,,,,,Yes,,Good,Same (VOL),,69.0,HS or Less,Lean Republican,,,Favor,1
106,2001,,Good job,Good job,Too little,Only Fair,Getting Worse,"Protect Environment, even at risk of curbing economic growth",Developing Energy Supplies Given Priority,A great deal,A great deal,Fairly well,Gennerally correct,,,Fairly serious,"Yes, is","Emphasize production of more oil, gas and coal supplies",Somewhat favor,,,Favor,,,Favor,,,Oppose,,,,,,,,,,,,,,,,Yes,,Poor,Getting Worse,,55.0,HS or Less,Lean Republican,,,Favor,1
107,2001,,Good job,Good job,Too little,Good,Getting Better,"Economic Growth Priority, even if enviornment suffers to some extent","Protect Enviornment, even at risk of limiting energy supplies",A great deal,A great deal,Not very well,Generally underestimated,,,Fairly serious,"Yes, is",Emphasize more conservation by consumers,Strongly oppose,,,Oppose,,,Favor,,,Oppose,,,,,,,,,,,,,,,,Yes,,Good,Getting Better,,45.0,HS or Less,Democrat,,,Oppose,0
108,2001,,Poor job,Good job,Too little,Only Fair,Getting Worse,"Protect Environment, even at risk of curbing economic growth","Protect Enviornment, even at risk of limiting energy supplies",A great deal,A fair amount,Fairly well,Gennerally correct,,,Very serious,"Yes, is",Emphasize more conservation by consumers,Somewhat favor,,,Favor,,,Favor,,,Oppose,,,,,,,,,,,,,,,,Yes,,Good,Getting Worse,,64.0,HS or Less,Republican,,,Favor,1
109,2001,,Good job,Good job,Too little,Only Fair,Getting Better,"Protect Environment, even at risk of curbing economic growth",Developing Energy Supplies Given Priority,A great deal,A great deal,Not very well,Gennerally correct,,,Not at all serious,"Yes, is","Emphasize production of more oil, gas and coal supplies",,,Strongly favor,Favor,,,Favor,,,Oppose,,,,,,,,,,,,,,,,,,Good,Getting Worse,,81.0,HS or Less,Democrat,,,,1
110,2001,,Poor job,Fair/Mixed (VOL),Too little,Only Fair,Getting Worse,"Protect Environment, even at risk of curbing economic growth","Protect Enviornment, even at risk of limiting energy supplies",A great deal,A great deal,Fairly well,Generally exaggerated,,,Fairly serious,"Yes, is",Emphasize more conservation by consumers,,,Strongly oppose,Oppose,,,Favor,,,Favor,,,,,,,,,,,,,,,,,,Good,Same (VOL),,43.0,College Grad only,Lean Republican,,,,0
112,2001,,Good job,Good job,About the right amount,Only Fair,Getting Better,"Protect Environment, even at risk of curbing economic growth","Protect Enviornment, even at risk of limiting energy supplies",A fair amount,A fair amount,Fairly well,Generally underestimated,,,Fairly serious,"No, is not","Emphasize production of more oil, gas and coal supplies",,,Somewhat oppose,Oppose,,,Favor,,,Oppose,,,,,,,,,,,,,,,,,,Good,Getting Better,,48.0,Some college,Lean Republican,,,,0
